id,artist_name,track_name,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key,mode,song_popularity,artist_popularity,genres,year
5omYVLodGmaxnhua99xIE8,One Direction,A.M.,0.227,0.586,0.527,0.0,0.0963,-4.905,0.0309,141.839,0.506,3,1,65,85,"boy_band, pop, post-teen_pop, talent_show",2015
25Iq3dnxn8jkuZvub6I2ye,Alan Jackson,There Goes,0.0863,0.714,0.502,2.37e-06,0.204,-8.216,0.0254,114.595,0.561,11,1,19,73,country,1989
6PoRzdAtZdyxgMWO7Q4Vh1,Alan Jackson,Monday Morning Church,0.24,0.549,0.341,0.0,0.117,-10.734,0.0292,135.934,0.16,4,1,19,73,country,1991
0C5enn5F3lU2fzlm5TjotQ,Alan Jackson,If I Had You,0.613,0.535,0.223,3.37e-05,0.101,-12.605,0.0247,87.329,0.313,2,1,12,73,country,1989
5ihS6UUlyQAfmp48eSkxuQ,Fleetwood Mac,Landslide,0.883,0.414,0.161,0.000223,0.117,-22.32,0.0318,159.375,0.423,7,0,79,81,"album_rock, classic_rock, rock, soft_rock, yacht_rock",1975
7ytqdjooPEAa97QSu6NUHS,The Mamas & The Papas,Dream A Little Dream Of Me - Album Version With Introduction,0.816,0.459,0.322,0.0,0.072,-12.912,0.0595,133.91,0.331,7,1,0,68,"classic_rock, folk, folk_rock, mellow_gold, psychedelic_rock, rock, soft_rock, sunshine_pop",1968
64sn7wgJfeQKY3Jisnl59w,Lynyrd Skynyrd,Tuesday's Gone,0.0778,0.232,0.615,5.68e-06,0.0601,-8.636,0.0295,146.488,0.41,9,1,65,73,"album_rock, classic_rock, hard_rock, rock, southern_rock",1973
38yBBH2jacvDxrznF7h08J,Niall Horan,Slow Hands,0.0129,0.734,0.418,0.0,0.0579,-6.678,0.0425,85.909,0.868,0,1,0,79,pop,2017
7jYo1uYSMzQS0nlN6bRAKM,Paul Anka,Put Your Head on My Shoulder,0.877,0.58,0.44,0.0014,0.0797,-8.283,0.0305,115.59,0.574,7,1,35,60,"adult_standards, canadian_pop, easy_listening",1962
7quaRdGKICuz3XiF1WRdta,The Drifters,Save The Last Dance For Me,0.458,0.6,0.576,0.0,0.123,-7.667,0.0309,142.934,0.868,4,1,40,60,"adult_standards, doo-wop, rock-and-roll, rockabilly, soul",1988
3Dwq1oiOFys6Sxr5SslmXw,Harry Styles,Carolina,0.000569,0.624,0.673,1.54e-06,0.104,-4.017,0.0268,121.986,0.458,4,0,70,89,pop,2017
4B1rpPmQXwj78wk6aIGwwU,Harry Styles,Two Ghosts,0.234,0.386,0.407,1.86e-06,0.0999,-7.095,0.0268,69.387,0.456,6,0,72,89,pop,2017
5Lbsc65org0b85kNsPkluY,Harry Styles,Only Angel,0.287,0.554,0.842,0.0,0.106,-4.113,0.0397,114.036,0.348,5,1,70,89,pop,2017
33SNO8AaciGbNaQFkxvPrW,Harry Styles,Kiwi,0.00064,0.375,0.93,0.0,0.318,-2.631,0.0561,147.124,0.491,2,1,77,89,pop,2017
1IF5UcqRO42D12vYwceOY6,Harry Styles,From the Dining Table,0.804,0.671,0.156,0.0518,0.113,-16.288,0.0371,94.08,0.201,8,1,74,89,pop,2017
6SWHTMywuTXLFlMQ75cAuu,Khalid,Keep Me,0.368,0.778,0.574,0.0,0.126,-7.775,0.0327,112.048,0.663,2,0,56,86,"pop, pop_r&b",2017
6RJK553YhstRzyKA4mug09,The Box Tops,The Letter,0.252,0.638,0.428,0.0,0.132,-12.156,0.0687,139.434,0.901,9,0,69,52,"bubblegum_pop, classic_garage_rock, folk_rock, merseybeat, psychedelic_rock, rock-and-roll",1967
5CaYvAO2a6RncazDI2WVt1,Herman's Hermits,I'm Into Something Good,0.677,0.587,0.456,0.0,0.272,-8.365,0.029,133.623,0.749,0,1,30,52,"british_invasion, classic_rock, folk_rock, rock-and-roll, singer-songwriter",1973
3ZK8icmaq8PMW686smPDVL,Carrie Underwood,I Told You So,0.643,0.423,0.522,0.0,0.122,-3.849,0.029,147.745,0.236,8,1,48,73,"classic_oklahoma_country, contemporary_country, country, country_dawn, dance_pop",2007
7wwifjNAb172PtDpKK3CoR,Childish Gambino,V. 3005,0.13,0.472,0.457,0.0,0.0975,-7.23,0.336,165.969,0.643,6,0,0,80,"atl_hip_hop, hip_hop, rap",2013
3SktMqZmo3M9zbB7oKMIF7,John Mayer,Gravity,0.731,0.753,0.326,0.00131,0.24,-9.883,0.0342,123.799,0.237,7,1,73,78,"neo_mellow, singer-songwriter",2006
0fBSs3fRoh1yJcne77fdu9,Lana Del Rey,Video Games,0.811,0.236,0.249,1e-06,0.087,-9.595,0.0348,72.847,0.181,6,0,78,91,"art_pop, pop",2012
24h1notzzKOcLZSdRYa7yn,Lana Del Rey,Lucky Ones,0.778,0.375,0.416,2.48e-06,0.23,-7.149,0.0283,134.923,0.271,0,1,58,91,"art_pop, pop",2012
5SzoFexynLVceTLggJTZZM,Lana Del Rey,Blue Velvet,0.812,0.189,0.317,0.0719,0.214,-8.631,0.028,84.809,0.251,10,1,56,91,"art_pop, pop",2012
2vtmY2mSccRzKGjtcHSzI3,Lana Del Rey,Diet Mountain Dew,0.276,0.595,0.696,0.0,0.411,-5.921,0.0417,88.013,0.533,10,0,78,91,"art_pop, pop",2012
10M2Ex445zw585Ducldzkw,Brett Young,In Case You Didn't Know,0.386,0.607,0.536,0.0,0.102,-7.306,0.0305,147.986,0.434,10,1,76,68,"contemporary_country, country, country_road",2017
5kNe7PE09d6Kvw5pAsx23n,Thomas Rhett,Die A Happy Man,0.418,0.595,0.389,1.39e-06,0.116,-9.245,0.0349,166.052,0.4,2,1,75,74,"contemporary_country, country, country_road, modern_country_rock",2015
63OQWdXMq0Pe6pRpWY5gO0,Thomas Rhett,Star Of The Show,0.142,0.695,0.641,0.0,0.131,-5.807,0.0261,101.974,0.664,7,1,52,74,"contemporary_country, country, country_road, modern_country_rock",2016
7mldq42yDuxiUNn08nvzHO,Sam Hunt,Body Like A Back Road,0.447,0.732,0.458,0.0,0.136,-7.225,0.0311,98.938,0.661,5,1,73,72,"contemporary_country, country, country_pop",2017
1XazlqB4YAtvouCmJPWXlM,Brett Eldredge,Wanna Be That Song,0.114,0.518,0.686,0.0,0.114,-4.911,0.0313,144.065,0.334,9,1,63,62,"contemporary_country, country, country_road, modern_country_rock",2015
4L560fic5PaTuCFm6CviKa,Taylor Swift,This Love,0.678,0.481,0.435,0.0,0.0928,-8.795,0.0321,143.95,0.107,4,1,62,100,pop,2014
1NmVZsG18CzCAtw7rnV3yA,Taylor Swift,Clean,0.232,0.815,0.377,0.0,0.1,-7.754,0.0346,103.97,0.211,4,1,70,100,pop,2014
2KrOAg6FftbjgSKdd2a4rS,Taylor Swift,You Are In Love,0.707,0.474,0.48,0.000108,0.0903,-8.894,0.0622,170.109,0.319,2,1,69,100,pop,2014
4XMP3zVxrnr58T0tjIHvpR,Taylor Swift,All Too Well,0.0382,0.602,0.609,0.0002,0.127,-7.803,0.0243,93.06,0.337,0,1,50,100,pop,2012
6LKjHhOW1az75pCQ9XJJtF,Taylor Swift,Sad Beautiful Tragic,0.632,0.624,0.34,0.0337,0.121,-12.411,0.029,129.987,0.261,7,1,41,100,pop,2012
3n9mzjgAzjyKawvbHzciXF,Taylor Swift,The Last Time,0.035,0.505,0.443,3.15e-06,0.0921,-7.039,0.0276,94.069,0.123,2,1,42,100,pop,2012
4NAmRvqSITAAzKWnC8yRq3,Taylor Swift,Everything Has Changed,0.36,0.624,0.458,3.89e-06,0.303,-6.755,0.0287,80.017,0.436,6,1,56,100,pop,2012
5kYFVSQoPu7yRpfiHBwMUk,Taylor Swift,Treacherous,0.101,0.705,0.621,4.3e-06,0.147,-8.086,0.0334,109.993,0.395,2,1,43,100,pop,2012
5vruUL5enjlZKcJ6EZiaWy,Too Close To Touch,The Art of Eye Contact,0.347,0.485,0.886,0.0,0.376,-4.388,0.0842,122.119,0.258,10,0,37,52,"christian_rock, metalcore, pop_punk",2016
5BbYPT6ehZf0hSv2su6JAl,Sam Hunt,Make You Miss Me,0.138,0.606,0.476,0.0,0.112,-6.577,0.032,146.052,0.197,7,1,0,72,"contemporary_country, country, country_pop",2014
4hJfmMjy3wFIOknfYwhouY,One Direction,Wolves,0.114,0.627,0.818,0.0,0.0504,-4.243,0.057,123.456,0.527,5,1,64,85,"boy_band, pop, post-teen_pop, talent_show",2015
2q4rjDy9WhaN3o9MvDbO21,Soulja Boy,Kiss Me Thru The Phone,0.0185,0.758,0.712,0.0,0.0677,-3.781,0.112,149.998,0.795,7,1,78,69,"atl_hip_hop, chicago_bop, dance_pop, pop_rap, rap, southern_hip_hop, trap",2008
4kVo85bcmBkvMBcJl42XCA,Niall Horan,On The Loose,0.00745,0.721,0.613,2.55e-06,0.125,-7.051,0.0332,124.012,0.665,11,0,0,79,pop,2017
5lsRkYiIerlfXMMrl4zkJG,Niall Horan,Flicker,0.703,0.259,0.312,9.32e-06,0.302,-9.82,0.0318,182.257,0.234,8,1,0,79,pop,2017
3ul8YWNcs8z5cmudWmg0hA,Niall Horan,Fire Away,0.261,0.595,0.484,0.000477,0.099,-11.286,0.032,139.814,0.25,6,1,0,79,pop,2017
4llPBbY2ytrSn5z4wX1UKO,Makeout,Crazy,0.00772,0.625,0.776,2.95e-05,0.331,-3.799,0.065,130.027,0.686,4,1,53,40,"pop_punk, rhode_island_indie",2017
3dhGWFqaHhuzyNcMV9Efu6,Makeout,Ride It Out,0.0121,0.379,0.955,0.0,0.0473,-3.55,0.0682,159.881,0.451,1,1,30,40,"pop_punk, rhode_island_indie",2017
3WkcMGvPPcTquk9i9ZpTgG,Mötley Crüe,Home Sweet Home,0.0781,0.404,0.778,3.63e-06,0.181,-6.184,0.0351,76.34,0.144,5,1,0,72,"album_rock, alternative_metal, glam_metal, hard_rock, metal, rock, sleaze_rock",1985
4lt3cXW4RkvkHRG4x3K3P4,Mötley Crüe,Kickstart My Heart,0.00121,0.366,0.98,0.00315,0.298,-3.626,0.308,179.023,0.239,7,0,0,72,"album_rock, alternative_metal, glam_metal, hard_rock, metal, rock, sleaze_rock",1989
3srPnN4EqPhdvMROVESuIA,Mötley Crüe,Dr. Feelgood,0.000804,0.535,0.969,0.0108,0.237,-3.946,0.0731,110.995,0.357,2,1,0,72,"album_rock, alternative_metal, glam_metal, hard_rock, metal, rock, sleaze_rock",1989
54Eo3yEOIsqcR9vzNVmvay,Mötley Crüe,"Girls, Girls, Girls",0.0331,0.601,0.927,0.000119,0.325,-4.904,0.0717,140.111,0.532,7,1,0,72,"album_rock, alternative_metal, glam_metal, hard_rock, metal, rock, sleaze_rock",1987
1hlveB9M6ijHZRbzZ2teyh,Twisted Sister,We're Not Gonna Take It,0.0127,0.502,0.924,0.0,0.162,-6.299,0.0503,149.186,0.922,4,1,75,63,"album_rock, glam_metal, hard_rock, metal, rock",1984
70Z9t1qhytWtG4cCmmi7mU,Twisted Sister,I Wanna Rock,0.00512,0.504,0.911,0.0123,0.355,-2.97,0.0738,106.244,0.671,2,1,74,63,"album_rock, glam_metal, hard_rock, metal, rock",1984
0S3gpZzlT9Hb7CCSV2owX7,Ozzy Osbourne,"Mama, I'm Coming Home",0.0105,0.282,0.656,0.0,0.0892,-6.557,0.0302,139.352,0.242,8,1,69,72,"album_rock, alternative_metal, birmingham_metal, classic_rock, glam_metal, hard_rock, metal, nu_metal, rock",1991
2b9lp5A6CqSzwOrBfAFhof,Ozzy Osbourne,Crazy Train - Remastered,0.36,0.453,0.905,0.000569,0.26,-4.001,0.115,137.571,0.474,9,1,1,72,"album_rock, alternative_metal, birmingham_metal, classic_rock, glam_metal, hard_rock, metal, nu_metal, rock",1980
36WNQJFVjYhDRZ6vJhYXEh,Ozzy Osbourne,Let Me Hear You Scream,0.000367,0.492,0.979,0.0,0.953,-2.315,0.0888,130.005,0.315,0,1,57,72,"album_rock, alternative_metal, birmingham_metal, classic_rock, glam_metal, hard_rock, metal, nu_metal, rock",2010
0LN0ASTtcGIbNTnjSHG6eO,Def Leppard,Pour Some Sugar On Me (2012),0.00985,0.497,0.849,0.0,0.106,-5.352,0.0612,169.937,0.72,9,1,0,70,"album_rock, classic_rock, glam_metal, hard_rock, nwobhm, rock",1987
0zOUO2Cbz0C1F8qbrebIxn,Def Leppard,Rock Of Ages (2012),0.0125,0.637,0.738,0.00148,0.137,-5.738,0.0424,105.905,0.665,9,1,0,70,"album_rock, classic_rock, glam_metal, hard_rock, nwobhm, rock",2012
3c5WzouNho1HX2sYKZ260H,Def Leppard,Animal - Live,2.55e-05,0.487,0.906,0.428,0.986,-5.365,0.044,123.801,0.555,1,0,23,70,"album_rock, classic_rock, glam_metal, hard_rock, nwobhm, rock",2011
3MrRksHupTVEQ7YbA0FsZK,Europe,The Final Countdown,0.0628,0.529,0.843,0.000827,0.0608,-6.908,0.0616,117.662,0.188,6,0,78,65,"album_rock, glam_metal, hard_rock, rock, swedish_hard_rock, swedish_melodic_rock",1986
3J9NEWkd9Cx1MwSSvDySkL,Europe,Rock the Night,0.0429,0.57,0.931,0.0,0.375,-5.78,0.0503,105.37,0.4,4,0,63,65,"album_rock, glam_metal, hard_rock, rock, swedish_hard_rock, swedish_melodic_rock",1986
2VN7uPrbryJ7nE2MXX3f9a,Survivor,Burning Heart,0.298,0.652,0.609,8.79e-06,0.0573,-9.684,0.028,98.125,0.646,9,0,69,68,"album_rock, glam_metal, hard_rock, soft_rock",1993
0c1gHntWjKD7QShC8s99sq,Aerosmith,"I Don't Want to Miss a Thing - From the Touchstone film, ""Armageddon""",0.172,0.39,0.649,0.0,0.216,-5.163,0.0345,121.16,0.144,2,1,1,77,"album_rock, classic_rock, hard_rock, rock",1998
5MxNLUsfh7uzROypsoO5qe,Aerosmith,Dream On,0.388,0.307,0.433,9.08e-05,0.332,-10.057,0.029,160.9,0.224,1,1,46,77,"album_rock, classic_rock, hard_rock, rock",1973
4aVuWgvD0X63hcOCnZtNFA,Toto,Hold the Line,0.00783,0.473,0.898,0.0618,0.173,-4.797,0.0561,96.556,0.808,6,0,81,73,"album_rock, classic_rock, hard_rock, mellow_gold, rock, soft_rock, yacht_rock",1978
567EwOGPAXg7Y9DQZTEFEE,Whitesnake,Here I Go Again,0.369,0.234,0.75,0.000805,0.139,-7.034,0.0738,173.82,0.316,4,0,59,65,"album_rock, british_blues, classic_rock, glam_metal, hard_rock, metal, rock",1982
54yLLvpezvPO1lA3GspiZj,Dio,Holy Diver,0.0125,0.473,0.783,0.475,0.268,-10.671,0.0869,91.976,0.124,10,0,67,63,"album_rock, glam_metal, hard_rock, metal, rock, speed_metal",1983
2JS1iE5A5RHvUPH5Zl9jlF,Iron Maiden,Run to the Hills - 1998 Remastered Version,0.0103,0.221,0.956,0.000523,0.195,-4.641,0.0876,173.254,0.432,0,1,0,73,"hard_rock, metal, nwobhm, rock",1982
3MXA2BkBk0lSuMpRoM7SK2,Iron Maiden,The Trooper - 1998 Remastered Version,0.0172,0.288,0.864,0.0567,0.541,-6.762,0.0673,162.233,0.621,4,0,0,73,"hard_rock, metal, nwobhm, rock",1983
2ZSCy3P1QzpJySCWA6NRIU,KISS,I Was Made For Lovin' You,0.213,0.768,0.852,7.45e-05,0.0723,-6.215,0.038,128.374,0.867,4,1,0,73,"glam_rock, hard_rock, rock",1979
7990Xs9HQx7FXVIDVPEwj9,KISS,Rock And Roll All Nite,0.046,0.656,0.931,0.0,0.0543,-5.827,0.0976,144.747,0.909,1,1,0,73,"glam_rock, hard_rock, rock",1975
7ChRGXHb05yIp1Sc43d37Z,KISS,Love Gun,0.0316,0.409,0.863,0.0266,0.254,-6.23,0.0363,147.234,0.665,3,0,0,73,"glam_rock, hard_rock, rock",1977
7D7tJseXUZAxhg7l8RbTOj,KISS,Crazy Crazy Nights,0.426,0.593,0.864,0.0,0.725,-6.396,0.0653,121.697,0.734,7,1,0,73,"glam_rock, hard_rock, rock",1987
57ebBLITHpRgRKGrlbxMZS,Journey,Faithfully,0.0979,0.202,0.644,0.0,0.109,-5.212,0.0324,85.04,0.252,11,1,69,74,"album_rock, classic_rock, hard_rock, heartland_rock, mellow_gold, rock, soft_rock",1983
215wUTQQUo2PElJFEFoB0d,Journey,Wheel in the Sky,0.084,0.442,0.745,2.18e-05,0.136,-8.623,0.0741,105.184,0.368,2,0,66,74,"album_rock, classic_rock, hard_rock, heartland_rock, mellow_gold, rock, soft_rock",1978
6gQUbFwwdYXlKdmqRoWKJe,Aerosmith,Dude (Looks Like A Lady),0.435,0.54,0.982,3.37e-05,0.0457,-2.962,0.0458,126.294,0.91,4,0,71,77,"album_rock, classic_rock, hard_rock, rock",1987
71SvEDmsOwIWw1IozsZoMA,Journey,Any Way You Want It,0.00251,0.529,0.932,0.00109,0.136,-7.501,0.0488,138.158,0.571,7,1,74,74,"album_rock, classic_rock, hard_rock, heartland_rock, mellow_gold, rock, soft_rock",1980
5WwqdeavrQrbeAMDxGawse,REO Speedwagon,Can't Fight This Feeling,0.155,0.408,0.48,1.82e-05,0.0877,-11.017,0.0266,156.344,0.19,9,1,74,65,"album_rock, classic_rock, glam_metal, hard_rock, heartland_rock, mellow_gold, rock, soft_rock",1984
1QEEqeFIZktqIpPI4jSVSF,Boston,More Than a Feeling,0.00088,0.377,0.681,0.0023,0.0504,-8.039,0.0298,108.789,0.285,7,1,80,67,"album_rock, classic_rock, glam_metal, hard_rock, mellow_gold, rock, soft_rock",1976
3vV3cr2TpPqFk07zxYUbla,Quiet Riot,Cum on Feel the Noize,0.00719,0.409,0.92,0.00105,0.0823,-5.439,0.12,145.085,0.37,11,0,72,58,"album_rock, classic_rock, glam_metal, hard_rock, metal, rock",1983
28clONjZmul6FjfO6tZQDE,Quiet Riot,Metal Health (Bang Your Head),0.0434,0.494,0.933,0.00108,0.228,-5.977,0.0808,121.201,0.507,2,1,63,58,"album_rock, classic_rock, glam_metal, hard_rock, metal, rock",1983
05RgAMGypEvqhNs5hPCbMS,Van Halen,Panama - 2015 Remastered Version,0.00122,0.526,0.978,4.75e-05,0.0744,-5.436,0.108,141.167,0.451,8,1,76,73,"album_rock, classic_rock, hard_rock, rock",1984
7N3PAbqfTjSEU1edb2tY8j,Van Halen,Jump - 2015 Remastered Version,0.171,0.572,0.835,0.000377,0.0702,-6.219,0.0317,129.981,0.795,0,1,79,73,"album_rock, classic_rock, hard_rock, rock",1984
6fybp4N6eW3bsFAvARxyVe,Van Halen,Ain't Talkin' 'Bout Love - 2015 Remastered Version,0.021,0.518,0.938,0.000305,0.288,-5.964,0.0416,139.138,0.71,8,0,69,73,"album_rock, classic_rock, hard_rock, rock",1978
4RS9PmtHQe7I0o5fEeweOY,Van Halen,Dance The Night Away,0.0373,0.548,0.843,1.26e-06,0.0536,-7.32,0.0597,129.661,0.719,8,1,67,73,"album_rock, classic_rock, hard_rock, rock",1979
3KhF2YiNpJvGpfiCW45R6D,Van Halen,Runnin' With The Devil - 2015 Remastered Version,0.148,0.472,0.9,0.000297,0.34,-6.406,0.0582,95.826,0.42,8,0,70,73,"album_rock, classic_rock, hard_rock, rock",1978
0upLyFR8Rr52ZpMp5esQoq,Van Halen,You Really Got Me - 2015 Remastered Version,0.0223,0.454,0.946,0.0,0.173,-5.978,0.13,138.18,0.647,1,0,71,73,"album_rock, classic_rock, hard_rock, rock",1978
6kooDsorCpWVMGc994XjWN,Ram Jam,Black Betty,0.0241,0.465,0.907,0.00118,0.13,-6.404,0.113,117.293,0.681,11,0,72,58,southern_rock,1977
4BP3uh0hFLFRb5cjsgLqDh,Creedence Clearwater Revival,Fortunate Son,0.201,0.64,0.663,0.00806,0.152,-7.516,0.0374,132.77,0.663,0,1,85,79,"classic_rock, country_rock, rock, southern_rock, swamp_rock",1969
1nE78lQ7ix7XNrjuzTE4Jz,Creedence Clearwater Revival,Born On The Bayou,0.0553,0.656,0.601,0.0667,0.0974,-7.734,0.0389,117.296,0.576,9,1,0,79,"classic_rock, country_rock, rock, southern_rock, swamp_rock",1969
5vdp5UmvTsnMEMESIF2Ym7,Queen,Another One Bites The Dust - Remastered 2011,0.112,0.933,0.528,0.312,0.163,-6.472,0.161,109.967,0.754,5,0,83,85,"classic_rock, glam_rock, rock",1980
1ynmMEK1fkyiZ6Z6F3ThEt,The J. Geils Band,Centerfold,0.249,0.653,0.677,0.0,0.403,-12.244,0.0396,114.37,0.888,0,1,72,57,"album_rock, classic_rock, country_rock, hard_rock, mellow_gold, rock, singer-songwriter, soft_rock",1981
1W1GpfPujmgp2vQqcpUhtU,The Who,Won't Get Fooled Again - Remix,0.256,0.702,0.841,0.235,0.0584,-9.837,0.045,134.919,0.271,2,1,49,69,"album_rock, british_invasion, classic_rock, hard_rock, rock",1971
7fqhrLJzKHJ0RW32N0y2Gp,Norman Greenbaum,Spirit In The Sky,0.0939,0.537,0.606,0.00559,0.11,-7.048,0.0347,128.73,0.582,2,1,0,57,classic_rock,1969
2KmEgiY8fQs0G6WNxtzQKr,The Who,Baba O'Riley,0.313,0.489,0.724,0.185,0.287,-8.367,0.0352,117.292,0.15,5,1,0,69,"album_rock, british_invasion, classic_rock, hard_rock, rock",1971
24NwBd5vZ2CK8VOQVnqdxr,Aerosmith,Sweet Emotion,0.00298,0.38,0.76,0.0294,0.104,-10.961,0.0378,99.437,0.491,9,1,33,77,"album_rock, classic_rock, hard_rock, rock",1975
7BY005dacJkbO6EPiOh2wb,The Animals,House Of The Rising Sun,0.000385,0.295,0.584,0.218,0.0996,-6.696,0.0345,117.2,0.228,9,0,73,65,"album_rock, british_invasion, classic_rock, hard_rock, protopunk, psychedelic_rock, rock",1964
1qRA5BS78u3gME0loMl9AA,Buffalo Springfield,For What It's Worth,0.406,0.653,0.519,0.0209,0.101,-10.164,0.0497,98.883,0.822,2,1,79,63,"album_rock, blues_rock, british_blues, classic_rock, country_rock, folk, folk_rock, heartland_rock, mellow_gold, psychedelic_rock, rock, roots_rock, soft_rock, southern_rock",1966
6kZFIsYCBeuH0f1zGk1UoM,Lynyrd Skynyrd,Simple Man,0.00079,0.461,0.734,0.00554,0.22,-9.379,0.0374,120.55,0.423,1,1,0,73,"album_rock, classic_rock, hard_rock, rock, southern_rock",1973
6NxsCnLeLd8Ai1TrgGxzIx,Creedence Clearwater Revival,Bad Moon Rising,0.0599,0.647,0.762,3.35e-06,0.0705,-5.856,0.0287,89.837,0.93,2,1,0,79,"classic_rock, country_rock, rock, southern_rock, swamp_rock",1969
4vO9dmzNRqDhFY3jD1a3P7,Mountain,Mississippi Queen,0.0987,0.581,0.624,0.0,0.0411,-8.346,0.0777,139.714,0.637,9,1,72,55,"album_rock, blues_rock, classic_rock, country_rock, electric_blues, hard_rock, proto-metal, psychedelic_rock",1970
1fDsrQ23eTAVFElUMaf38X,Don McLean,American Pie,0.699,0.531,0.481,0.0,0.0842,-11.709,0.06,138.45,0.491,4,0,77,64,"classic_rock, folk, folk_rock, heartland_rock, mellow_gold, singer-songwriter, soft_rock",1971
7Ar4G7Ci11gpt6sfH9Cgz5,The Doobie Brothers,Listen To The Music,0.221,0.645,0.598,3.53e-06,0.0721,-13.18,0.0335,105.929,0.913,1,0,77,68,"album_rock, classic_rock, country_rock, folk_rock, hard_rock, heartland_rock, mellow_gold, rock, singer-songwriter, soft_rock, yacht_rock",1972
0QwZfbw26QeUoIy82Z2jYp,Led Zeppelin,Good Times Bad Times,0.0382,0.476,0.717,7.61e-05,0.0818,-9.192,0.0949,93.584,0.753,9,1,72,78,"album_rock, classic_rock, hard_rock, rock",1969
0kHwTHf8ye0mSd66pwcrEN,The Heavy,How You Like Me Now,0.000973,0.647,0.71,0.703,0.0777,-4.692,0.029,110.059,0.268,0,1,60,58,"bath_indie, modern_blues_rock",2009
5gmMa8nwzrkcPbHzSW3azN,The Kinks,All Day and All of the Night,0.247,0.563,0.915,8.46e-05,0.0613,-5.062,0.08,136.345,0.71,7,1,0,66,"album_rock, art_rock, british_invasion, classic_rock, folk_rock, glam_rock, protopunk, psychedelic_rock, rock, singer-songwriter",1964
2gE95JskwQ1pCACTpGe1Db,Creedence Clearwater Revival,Down On The Corner,0.583,0.858,0.544,0.00109,0.0707,-9.289,0.0751,108.217,0.874,0,1,75,79,"classic_rock, country_rock, rock, southern_rock, swamp_rock",1969
7fSGbZLhWlAiCC3HDPAULu,The Rolling Stones,(I Can't Get No) Satisfaction - Mono Version / Remastered 2002,0.0348,0.725,0.853,0.127,0.196,-7.842,0.0353,136.282,0.904,2,1,0,79,"album_rock, british_invasion, classic_rock, rock",1965
4DMKwE2E2iYDKY01C335Uw,Kansas,Carry on Wayward Son,0.00321,0.482,0.786,8.88e-05,0.446,-5.735,0.032,126.755,0.793,7,1,77,66,"album_rock, classic_rock, hard_rock, heartland_rock, mellow_gold, progressive_rock, rock, soft_rock",1976
1hUe1XOcM5iXaWG6NRtLzG,The Allman Brothers Band,Midnight Rider,0.202,0.393,0.542,0.0148,0.187,-9.545,0.0318,189.647,0.666,7,1,0,64,"album_rock, blues_rock, classic_rock, country_rock, double_drumming, electric_blues, folk_rock, hard_rock, heartland_rock, jam_band, mellow_gold, rock, singer-songwriter, soft_rock, southern_rock",1970
63OFKbMaZSDZ4wtesuuq6f,Steppenwolf,Born To Be Wild,0.262,0.438,0.71,0.537,0.221,-12.412,0.0919,145.928,0.53,2,1,75,62,"acid_rock, album_rock, blues_rock, british_blues, classic_canadian_rock, classic_rock, hard_rock, proto-metal, rock, singer-songwriter, soft_rock",1968
5QTxFnGygVM4jFQiBovmRo,Blue Öyster Cult,(Don't Fear) The Reaper,0.0029,0.333,0.927,0.000208,0.297,-8.55,0.0733,141.466,0.385,9,0,76,63,"album_rock, classic_rock, glam_metal, hard_rock, progressive_rock, rock",1976
7aghcqWLL9hGMIb0VFdbyD,The Doors,Light My Fire - Mono [Single Version],0.248,0.482,0.631,4.83e-05,0.11,-10.406,0.0358,129.595,0.725,7,1,43,74,"acid_rock, album_rock, classic_rock, hard_rock, psychedelic_rock, rock",1967
4OTw5splgMdlYklwHMHxLK,The Hollies,Long Cool Woman (In A Black Dress) - 1999 Remastered Version,0.411,0.757,0.868,0.00221,0.355,-9.326,0.062,138.923,0.815,9,1,73,63,"album_rock, british_invasion, classic_rock, folk_rock, mellow_gold, merseybeat, soft_rock",1971
4moXVLw4YS7tVNmjs8v60A,Bruce Springsteen,Dancing In The Dark,0.0549,0.525,0.842,0.0,0.275,-12.12,0.0353,148.803,0.594,11,1,0,76,"heartland_rock, mellow_gold, permanent_wave, rock, singer-songwriter",1984
310epXrlbXmfGcD1qSdgVV,Bruce Springsteen,Born In The U.S.A.,0.00201,0.397,0.861,2.49e-05,0.35,-12.156,0.0569,121.856,0.512,4,1,0,76,"heartland_rock, mellow_gold, permanent_wave, rock, singer-songwriter",1984
0ZGLuduCPjgWY1n85ykgMe,Aerosmith,Back In the Saddle,0.00578,0.426,0.903,0.00945,0.0945,-9.661,0.0389,122.201,0.762,1,1,18,77,"album_rock, classic_rock, hard_rock, rock",1976
0hCB0YR03f6AmQaHbwWDe8,Led Zeppelin,Whole Lotta Love,0.0484,0.412,0.902,0.131,0.405,-11.6,0.405,89.74,0.422,9,1,77,78,"album_rock, classic_rock, hard_rock, rock",1969
19uIXB2GaFqNcKPSrmjnvw,The Trashmen,Surfin' Bird,0.00133,0.582,0.931,0.000757,0.353,-13.552,0.0499,99.254,0.85,11,1,0,43,"classic_garage_rock, protopunk, surf_music",1995
2LawezPeJhN4AWuSB0GtAU,Creedence Clearwater Revival,Have You Ever Seen The Rain?,0.0664,0.741,0.697,2.28e-05,0.133,-7.028,0.0277,116.109,0.774,0,1,86,79,"classic_rock, country_rock, rock, southern_rock, swamp_rock",1970
